imo,anc_before_jit,anc_after_jit,emission_range,anc_savings_after_jit,savings_range
9305489,12.42981186018,12.42981186018,10-50,0.0,Zero
9306275,5.566086698718499,5.566086698718499,1-10,0.0,Zero
9306287,10.0504098235333,10.0504098235333,10-50,0.0,Zero
9306469,4.6037815177482,4.6037815177482,1-10,0.0,Zero
9306536,2.0803165705971,2.0803165705971,1-10,0.0,Zero
9306550,15.777885533015375,15.777885533015375,10-50,0.0,Zero
9306653,5.3331038438176,5.3331038438176,1-10,0.0,Zero
9306677,4.338957977535999,4.338957977535999,1-10,0.0,Zero
9306809,47.86870318844544,47.86870318844544,10-50,0.0,Zero
9306990,10.345020143581758,10.345020143581758,10-50,0.0,Zero
9307011,9.623123383446613,9.623123383446613,1-10,0.0,Zero
9307140,75.19871678466158,75.19871678466158,50-100,0.0,Zero
9308405,8.678778072272499,8.678778072272499,1-10,0.0,Zero
9308895,55.1805164783264,55.1805164783264,50-100,0.0,Zero
9308986,4.43709123651375,4.43709123651375,1-10,0.0,Zero
9309162,12.743881103334,12.743881103334,10-50,0.0,Zero
9309629,2.460171404216691,2.460171404216691,1-10,0.0,Zero
9309643,35.163506375920065,35.163506375920065,10-50,0.0,Zero
9309954,8.841565405342399,8.841565405342399,1-10,0.0,Zero
9310020,23.427230033589,23.427230033589,10-50,0.0,Zero
9310044,123.4680745986135,123.4680745986135,100+,0.0,Zero
9310707,84.44926080724893,84.44926080724893,50-100,0.0,Zero
9311153,32.79513086224793,32.79513086224793,10-50,0.0,Zero
9311206,22.98942344542465,22.98942344542465,10-50,0.0,Zero
9311440,24.44794339949029,24.44794339949029,10-50,0.0,Zero
9311775,10.612465357296248,10.612465357296248,10-50,0.0,Zero
9311828,45.254063397238525,45.254063397238525,10-50,0.0,Zero
9312145,7.595435944288594,7.595435944288594,1-10,0.0,Zero
9312303,47.5632243687393,47.5632243687393,10-50,0.0,Zero
9313101,6.9876473821272,6.9876473821272,1-10,0.0,Zero
9313125,4.079080734879006,4.079080734879006,1-10,0.0,Zero
9313137,4.6766476423392,4.6766476423392,1-10,0.0,Zero
9313292,15.405124258644324,15.405124258644324,10-50,0.0,Zero
9313931,8.712523575599999,8.712523575599999,1-10,0.0,Zero
9314090,2.333846153992283,2.333846153992283,1-10,0.0,Zero
9314246,15.5709757802787,15.5709757802787,10-50,0.0,Zero
9314624,10.997572677952393,10.997572677952393,10-50,0.0,Zero
9314674,34.90910488422702,34.90910488422702,10-50,0.0,Zero
9314765,4.9696655413086,4.9696655413086,1-10,0.0,Zero
9314961,10.8709155358146,10.8709155358146,10-50,0.0,Zero
9315082,8.521330901915807,8.521330901915807,1-10,0.0,Zero
9315147,65.1452265273508,65.1452265273508,50-100,0.0,Zero
9315185,12.722102973684,12.722102973684,10-50,0.0,Zero
9315367,12.687469532030503,12.687469532030503,10-50,0.0,Zero
9315381,12.88966422114,12.88966422114,10-50,0.0,Zero
9315472,37.35517146070255,37.35517146070255,10-50,0.0,Zero
9315484,3.49124968570105,3.49124968570105,1-10,0.0,Zero
9315616,2.03753801837465,2.03753801837465,1-10,0.0,Zero
9315642,112.61045820672608,112.61045820672608,100+,0.0,Zero
9315719,5.1025231802028745,5.1025231802028745,1-10,0.0,Zero
9315848,7.9774081610674,7.9774081610674,1-10,0.0,Zero
9315886,53.7968460313382,53.7968460313382,50-100,0.0,Zero
9316335,7.515671361333689,7.515671361333689,1-10,0.0,Zero
9316373,9.0506408547737,9.0506408547737,1-10,0.0,Zero
9316969,19.11159579705035,19.11159579705035,10-50,0.0,Zero
9317133,18.3885389488014,18.3885389488014,10-50,0.0,Zero
9317511,12.130791168964484,12.130791168964484,10-50,0.0,Zero
9317963,22.0556080321478,22.0556080321478,10-50,0.0,Zero
9317987,7.1323253790768,7.1323253790768,1-10,0.0,Zero
9318046,8.3186422032241,8.3186422032241,1-10,0.0,Zero
9318101,120.620196273618,120.620196273618,100+,0.0,Zero
9318125,12.301792065874798,12.301792065874798,10-50,0.0,Zero
9318175,8.267136796886858,8.267136796886858,1-10,0.0,Zero
9318682,6.26975926297,6.26975926297,1-10,0.0,Zero
9320051,7.276045403262549,7.276045403262549,1-10,0.0,Zero
9320312,39.06357732101677,39.06357732101677,10-50,0.0,Zero
9320324,14.681097134207,14.681097134207,10-50,0.0,Zero
9320336,28.294425090124932,28.294425090124932,10-50,0.0,Zero
9320427,6.993943858015401,6.993943858015401,1-10,0.0,Zero
9320477,14.411608517268798,14.411608517268798,10-50,0.0,Zero
9320843,89.75649148167035,89.75649148167035,50-100,0.0,Zero
9321299,59.826520861568,59.826520861568,50-100,0.0,Zero
9321548,28.8105913360845,28.8105913360845,10-50,0.0,Zero
9321897,5.7121750282685,5.7121750282685,1-10,0.0,Zero
9321964,6.2147361560574,6.2147361560574,1-10,0.0,Zero
9322279,139.8105720437164,139.8105720437164,100+,0.0,Zero
9322293,52.18289933765702,52.18289933765702,50-100,0.0,Zero
9322358,35.772252661271125,35.772252661271125,10-50,0.0,Zero
9322877,19.64713950478305,19.64713950478305,10-50,0.0,Zero
9322889,10.67186963042715,10.67186963042715,10-50,0.0,Zero
9323015,20.1106431201951,20.1106431201951,10-50,0.0,Zero
9323041,7.636110639107,7.636110639107,1-10,0.0,Zero
9323675,7.712339285720699,7.712339285720699,1-10,0.0,Zero
9323821,36.62236721547182,36.62236721547182,10-50,0.0,Zero
9323936,148.52467898472062,148.52467898472062,100+,0.0,Zero
9324095,2.4439570732370925,2.4439570732370925,1-10,0.0,Zero
9325116,8.877577301925255,8.877577301925255,1-10,0.0,Zero
9325233,9.9543759020704,9.9543759020704,1-10,0.0,Zero
9325300,19.99773292229671,19.99773292229671,10-50,0.0,Zero
9325960,8.93921085541125,8.93921085541125,1-10,0.0,Zero
9326275,19.699077569538765,19.699077569538765,10-50,0.0,Zero
9326366,27.7240016014788,27.7240016014788,10-50,0.0,Zero
9326419,7.846141762676202,7.846141762676202,1-10,0.0,Zero
9326421,9.9656780625128,9.9656780625128,1-10,0.0,Zero
9326689,5.971685552656499,5.971685552656499,1-10,0.0,Zero
9326706,9.3372859749189,9.3372859749189,1-10,0.0,Zero
9327102,51.45012095339887,51.45012095339887,50-100,0.0,Zero
9327114,70.36449570837884,70.36449570837884,50-100,0.0,Zero
9327786,27.381289994297216,27.381289994297216,10-50,0.0,Zero
9329552,16.722343401087837,16.722343401087837,10-50,0.0,Zero
9329693,10.03262972366628,10.03262972366628,10-50,0.0,Zero
9329796,6.0065346931722,6.0065346931722,1-10,0.0,Zero
9330290,41.297538404901424,41.297538404901424,10-50,0.0,Zero
9330575,3.5790003405915,3.5790003405915,1-10,0.0,Zero
9330616,8.79981482322995,8.79981482322995,1-10,0.0,Zero
9332250,8.357033495591,8.357033495591,1-10,0.0,Zero
9332262,4.045963181399999,4.045963181399999,1-10,0.0,Zero
9332614,45.508832388298885,45.508832388298885,10-50,0.0,Zero
9332638,2.3186675474085554,2.3186675474085554,1-10,0.0,Zero
9332729,6.505612485956399,6.505612485956399,1-10,0.0,Zero
9333058,5.409391731183,5.409391731183,1-10,0.0,Zero
9333060,8.9431808865737,8.9431808865737,1-10,0.0,Zero
9333187,5.977482535748726,5.977482535748726,1-10,0.0,Zero
9333228,2.0457351262152,2.0457351262152,1-10,0.0,Zero
9333254,2.384707407340618,2.384707407340618,1-10,0.0,Zero
9333278,6.300983192709374,6.300983192709374,1-10,0.0,Zero
9333826,8.0663158122131,8.0663158122131,1-10,0.0,Zero
9333840,15.515473766466398,15.515473766466398,10-50,0.0,Zero
9334210,6.3313015019771,6.3313015019771,1-10,0.0,Zero
9334480,41.70105065077382,41.70105065077382,10-50,0.0,Zero
9334571,10.67734537286,10.67734537286,10-50,0.0,Zero
9334674,7.636720699096291,7.636720699096291,1-10,0.0,Zero
9334870,62.7337674277524,62.7337674277524,50-100,0.0,Zero
9334894,57.804808833029576,57.804808833029576,50-100,0.0,Zero
9334909,15.642296087928328,15.642296087928328,10-50,0.0,Zero
9334935,30.3990897024,30.3990897024,10-50,0.0,Zero
9335109,6.775539793907976,6.775539793907976,1-10,0.0,Zero
9335800,10.503434714353949,10.503434714353949,10-50,0.0,Zero
9335848,11.338902145302686,11.338902145302686,10-50,0.0,Zero
9335850,54.75430154606316,54.75430154606316,50-100,0.0,Zero
9336177,8.325332804971998,8.325332804971998,1-10,0.0,Zero
9336414,72.8770453427387,72.8770453427387,50-100,0.0,Zero
9336476,2.1984706602182498,2.1984706602182498,1-10,0.0,Zero
9336581,4.17019674983747,4.17019674983747,1-10,0.0,Zero
9336749,19.2246671573472,19.2246671573472,10-50,0.0,Zero
9336969,20.627955257047457,20.627955257047457,10-50,0.0,Zero
9337092,26.03273181743975,26.03273181743975,10-50,0.0,Zero
9337171,6.4382047403763165,6.4382047403763165,1-10,0.0,Zero
9337298,11.6471904496464,11.6471904496464,10-50,0.0,Zero
9337717,7.468407383409001,7.468407383409001,1-10,0.0,Zero
9337731,6.764652096177246,6.764652096177246,1-10,0.0,Zero
9337755,7.2259001204982,7.2259001204982,1-10,0.0,Zero
9337949,12.0251481411132,12.0251481411132,10-50,0.0,Zero
9338228,4.31160279211035,4.31160279211035,1-10,0.0,Zero
9338840,6.522416300037,6.522416300037,1-10,0.0,Zero
9339624,4.8339317321264,4.8339317321264,1-10,0.0,Zero
9339973,125.27189080842308,125.27189080842308,100+,0.0,Zero
9340635,53.37689004769557,53.37689004769557,50-100,0.0,Zero
9340752,7.18615015007514,7.18615015007514,1-10,0.0,Zero
9341005,31.828421045018047,31.828421045018047,10-50,0.0,Zero
9341342,4.6727975233602,4.6727975233602,1-10,0.0,Zero
9341354,6.058189873270799,6.058189873270799,1-10,0.0,Zero
9342047,10.80335654536315,10.80335654536315,10-50,0.0,Zero
9342097,2.25513327348,2.25513327348,1-10,0.0,Zero
9342384,4.41753044898865,4.41753044898865,1-10,0.0,Zero
9342487,3.3526569008855995,3.3526569008855995,1-10,0.0,Zero
9342918,25.945167354430293,25.945167354430293,10-50,0.0,Zero
9343338,72.62802005238797,72.62802005238797,50-100,0.0,Zero
9343405,58.8829048130553,58.8829048130553,50-100,0.0,Zero
9343467,11.7373449119616,11.7373449119616,10-50,0.0,Zero
9343675,6.4719676601139,6.4719676601139,1-10,0.0,Zero
9343742,5.6902838219064,5.6902838219064,1-10,0.0,Zero
9343833,2.571902928407664,2.571902928407664,1-10,0.0,Zero
9343883,1.456585201983744,1.456585201983744,1-10,0.0,Zero
9343895,34.461899656433566,34.461899656433566,10-50,0.0,Zero
9344289,21.611956729165705,21.611956729165705,10-50,0.0,Zero
9344473,2.0487891512286,2.0487891512286,1-10,0.0,Zero
9345609,22.482891493770573,22.482891493770573,10-50,0.0,Zero
9345764,45.19467939631405,45.19467939631405,10-50,0.0,Zero
9345984,15.036298773221471,15.036298773221471,10-50,0.0,Zero
9345996,51.434161592813,51.434161592813,50-100,0.0,Zero
9346354,4.5133296424849165,4.5133296424849165,1-10,0.0,Zero
9346421,23.141867120697498,23.141867120697498,10-50,0.0,Zero
9347152,4.510299691047825,4.510299691047825,1-10,0.0,Zero
9347188,36.96373820311772,36.96373820311772,10-50,0.0,Zero
9347516,10.874177248941688,10.874177248941688,10-50,0.0,Zero
9347542,103.96647090301128,103.96647090301128,100+,0.0,Zero
9347607,11.367687708216,11.367687708216,10-50,0.0,Zero
9347918,1.2790021525824904,1.2790021525824904,1-10,0.0,Zero
9348106,48.959406907587,48.959406907587,10-50,0.0,Zero
9348285,20.2167558689204,20.2167558689204,10-50,0.0,Zero
9348467,10.2158157249999,10.2158157249999,10-50,0.0,Zero
9348510,19.6452270034851,19.6452270034851,10-50,0.0,Zero
9348857,10.025971052895498,10.025971052895498,10-50,0.0,Zero
9348912,27.912872431928182,27.912872431928182,10-50,0.0,Zero
9349590,11.8048786270655,11.8048786270655,10-50,0.0,Zero
9349605,10.821824982176,10.821824982176,10-50,0.0,Zero
9349887,8.216051104175,8.216051104175,1-10,0.0,Zero
9350094,18.647841423113658,18.647841423113658,10-50,0.0,Zero
9350393,27.721525889134497,27.721525889134497,10-50,0.0,Zero
9350800,49.77075972449521,49.77075972449521,10-50,0.0,Zero
9351024,6.930071380331008,6.930071380331008,1-10,0.0,Zero
9351036,117.08976624423948,29.057031630652126,10-50,88.03273461358737,50-100
9351048,10.786935697837858,10.786935697837858,10-50,0.0,Zero
9351050,7.952540928248698,7.952540928248698,1-10,0.0,Zero
9352004,13.339793362551298,13.339793362551298,10-50,0.0,Zero
9352078,4.587582616388,4.587582616388,1-10,0.0,Zero
9352145,4.563696740003745,4.563696740003745,1-10,0.0,Zero
9352212,5.8241444999861,5.8241444999861,1-10,0.0,Zero
9352250,35.46969533798,35.46969533798,10-50,0.0,Zero
9352418,7.454560389170268,7.454560389170268,1-10,0.0,Zero
9352432,24.34223083846905,24.34223083846905,10-50,0.0,Zero
9352585,2.7967930324501498,2.7967930324501498,1-10,0.0,Zero
9352597,57.76618686417,57.76618686417,50-100,0.0,Zero
9352860,4.224702808979999,4.224702808979999,1-10,0.0,Zero
9352951,26.64007754173515,26.64007754173515,10-50,0.0,Zero
9352963,31.592376799750895,31.592376799750895,10-50,0.0,Zero
9353682,2.337023616755693,2.337023616755693,1-10,0.0,Zero
9353747,9.1147476142645,9.1147476142645,1-10,0.0,Zero
9353931,37.4884412679216,37.4884412679216,10-50,0.0,Zero
9353993,95.1652375469468,95.1652375469468,50-100,0.0,Zero
9354181,3.1457975748517497,3.1457975748517497,1-10,0.0,Zero
9354545,7.689289546446999,7.689289546446999,1-10,0.0,Zero
9355240,3.5362595689200003,3.5362595689200003,1-10,0.0,Zero
9355408,14.861423226998,14.861423226998,10-50,0.0,Zero
9356294,20.533599723684397,20.533599723684397,10-50,0.0,Zero
9356309,7.959516394290999,7.959516394290999,1-10,0.0,Zero
9356830,6.779980039794,6.779980039794,1-10,0.0,Zero
9357303,15.396235894581794,15.396235894581794,10-50,0.0,Zero
9357717,6.5179150626708,6.5179150626708,1-10,0.0,Zero
9357781,33.6423922027468,33.6423922027468,10-50,0.0,Zero
9357793,4.433389219414,4.433389219414,1-10,0.0,Zero
9357975,26.420281582784,26.420281582784,10-50,0.0,Zero
9358280,6.895872542185,6.895872542185,1-10,0.0,Zero
9358292,119.29819915832,119.29819915832,100+,0.0,Zero
9358400,73.15486944585922,73.15486944585922,50-100,0.0,Zero
9359052,24.98797066350329,24.98797066350329,10-50,0.0,Zero
9359557,10.082519790383849,10.082519790383849,10-50,0.0,Zero
9359636,4.393319368431399,4.393319368431399,1-10,0.0,Zero
9360427,5.327553255622875,5.327553255622875,1-10,0.0,Zero
9360568,4.49157736151425,4.49157736151425,1-10,0.0,Zero
9360764,17.115738787347198,17.115738787347198,10-50,0.0,Zero
9360879,96.38354881529952,96.38354881529952,50-100,0.0,Zero
9360893,32.579390447583506,32.579390447583506,10-50,0.0,Zero
9361213,2.259130699516,2.259130699516,1-10,0.0,Zero
9362061,8.629951670920226,8.629951670920226,1-10,0.0,Zero
9362293,92.33553071317156,92.33553071317156,50-100,0.0,Zero
9362712,7.36440505096095,7.36440505096095,1-10,0.0,Zero
9362994,37.179788603811446,37.179788603811446,10-50,0.0,Zero
9363302,2.7161843615127825,2.7161843615127825,1-10,0.0,Zero
9363364,9.322012543391338,9.322012543391338,1-10,0.0,Zero
9363376,9.439660390585969,9.439660390585969,1-10,0.0,Zero
9364162,28.3437658405608,28.3437658405608,10-50,0.0,Zero
9364186,62.67738690856456,62.67738690856456,50-100,0.0,Zero
9364215,6.720947993580168,6.720947993580168,1-10,0.0,Zero
9364930,6.6022997513088,6.6022997513088,1-10,0.0,Zero
9365283,1.974285098911415,1.974285098911415,1-10,0.0,Zero
9365788,17.9054351756688,17.9054351756688,10-50,0.0,Zero
9366108,23.858027932141,23.858027932141,10-50,0.0,Zero
9366926,4.6549998635382,4.6549998635382,1-10,0.0,Zero
9366940,44.0295251872273,44.0295251872273,10-50,0.0,Zero
9367437,2.295911104433565,2.295911104433565,1-10,0.0,Zero
9367530,4.847814203521199,4.847814203521199,1-10,0.0,Zero
9367542,8.31836046523055,8.31836046523055,1-10,0.0,Zero
9367607,6.97517083471872,6.97517083471872,1-10,0.0,Zero
9367724,66.68194315084155,66.68194315084155,50-100,0.0,Zero
9367815,8.7280829099897,8.7280829099897,1-10,0.0,Zero
9367944,51.05996775985605,51.05996775985605,50-100,0.0,Zero
9368027,5.458896175261249,5.458896175261249,1-10,0.0,Zero
9368314,72.9954457742692,72.9954457742692,50-100,0.0,Zero
9368845,28.588867085366697,28.588867085366697,10-50,0.0,Zero
9369904,6.783038515812,6.783038515812,1-10,0.0,Zero
9369978,2.2044951479325,2.2044951479325,1-10,0.0,Zero
9369980,1.8227897105925,1.8227897105925,1-10,0.0,Zero
9371098,7.51462253508785,7.51462253508785,1-10,0.0,Zero
9371579,5.859328048716449,5.859328048716449,1-10,0.0,Zero
9372353,36.1686506851659,36.1686506851659,10-50,0.0,Zero
9372925,5.530714353209699,5.530714353209699,1-10,0.0,Zero
9373010,4.3831121551206,4.3831121551206,1-10,0.0,Zero
9373577,4.97300808679875,4.97300808679875,1-10,0.0,Zero
9374038,51.814926293374576,51.814926293374576,50-100,0.0,Zero
9374337,5.76232583239808,5.76232583239808,1-10,0.0,Zero
9374832,2.130682578679564,2.130682578679564,1-10,0.0,Zero
9375317,46.04420980438021,46.04420980438021,10-50,0.0,Zero
9375496,9.42862662996,9.42862662996,1-10,0.0,Zero
9375501,129.028541374143,34.848425175675,10-50,94.180116198468,50-100
9375513,13.741234660264,13.741234660264,10-50,0.0,Zero
9375769,28.320284505387008,28.320284505387008,10-50,0.0,Zero
9376359,30.145738838496897,30.145738838496897,10-50,0.0,Zero
9376749,10.223197560343838,10.223197560343838,10-50,0.0,Zero
9377420,39.03165183209252,39.03165183209252,10-50,0.0,Zero
9377729,23.9170265279955,23.9170265279955,10-50,0.0,Zero
9377937,3.3813977020592008,3.3813977020592008,1-10,0.0,Zero
9378008,24.63032238144361,24.63032238144361,10-50,0.0,Zero
9378266,41.118014876565,41.118014876565,10-50,0.0,Zero
9378632,14.041062997391696,14.041062997391696,10-50,0.0,Zero
9378694,4.579840517791501,4.579840517791501,1-10,0.0,Zero
9379064,4.409453518272299,4.409453518272299,1-10,0.0,Zero
9379155,4.60059892228764,4.60059892228764,1-10,0.0,Zero
9379375,8.537619451807466,8.537619451807466,1-10,0.0,Zero
9379715,15.6277350969142,15.6277350969142,10-50,0.0,Zero
9379727,7.827489212177599,7.827489212177599,1-10,0.0,Zero
9379777,5.2929359647575,5.2929359647575,1-10,0.0,Zero
9380271,75.59513989367645,75.59513989367645,50-100,0.0,Zero
9380427,12.239918227025,12.239918227025,10-50,0.0,Zero
9380661,72.78183019416959,72.78183019416959,50-100,0.0,Zero
9381316,4.755740817744269,4.755740817744269,1-10,0.0,Zero
9381392,33.65851379439615,33.65851379439615,10-50,0.0,Zero
9381720,12.614617285035989,12.614617285035989,10-50,0.0,Zero
9381756,8.3639263408142,8.3639263408142,1-10,0.0,Zero
9381847,7.867972715153175,7.867972715153175,1-10,0.0,Zero
9382683,2.3638216574833457,2.3638216574833457,1-10,0.0,Zero
9383223,19.06449886956735,19.06449886956735,10-50,0.0,Zero
9383429,140.487369353173,140.487369353173,100+,0.0,Zero
9383481,2.7345822419545,2.7345822419545,1-10,0.0,Zero
9383493,2.9661828479745,2.9661828479745,1-10,0.0,Zero
9383596,4.210532717907,4.210532717907,1-10,0.0,Zero
9383998,83.89667504965347,83.89667504965347,50-100,0.0,Zero
9384215,5.4700847820982,5.4700847820982,1-10,0.0,Zero
9384239,9.335629226119762,9.335629226119762,1-10,0.0,Zero
9384617,8.97697183677769,8.97697183677769,1-10,0.0,Zero
9384954,33.36174448065404,33.36174448065404,10-50,0.0,Zero
9385049,38.0586663556871,38.0586663556871,10-50,0.0,Zero
9387009,122.51873445220888,122.51873445220888,100+,0.0,Zero
9387358,18.91175744434178,18.91175744434178,10-50,0.0,Zero
9387566,117.49865786289033,117.49865786289033,100+,0.0,Zero
9387578,104.35387555631677,104.35387555631677,100+,0.0,Zero
9388209,2.13052619157318,2.13052619157318,1-10,0.0,Zero
9388730,2.622818235709648,2.622818235709648,1-10,0.0,Zero
9388833,4.084400785410001,4.084400785410001,1-10,0.0,Zero
9388912,1.890262171395,1.890262171395,1-10,0.0,Zero
9389019,6.046808065280371,6.046808065280371,1-10,0.0,Zero
9389021,5.794537287399335,5.794537287399335,1-10,0.0,Zero
9389033,99.67933521425483,99.67933521425483,50-100,0.0,Zero
9389253,13.157637092208686,13.157637092208686,10-50,0.0,Zero
9389710,2.37505605456,2.37505605456,1-10,0.0,Zero
9389758,124.79978455011428,124.79978455011428,100+,0.0,Zero
9389760,84.78724136703386,84.78724136703386,50-100,0.0,Zero
9389849,93.8713320139544,93.8713320139544,50-100,0.0,Zero
9390240,9.5084445878784,9.5084445878784,1-10,0.0,Zero
9390252,10.4513067209929,10.4513067209929,10-50,0.0,Zero
9390525,56.040588071295645,56.040588071295645,50-100,0.0,Zero
9390599,3.0419166912435,3.0419166912435,1-10,0.0,Zero
9391622,23.77090393630771,23.77090393630771,10-50,0.0,Zero
9391763,10.675210427308349,10.675210427308349,10-50,0.0,Zero
9391775,13.036460212732065,13.036460212732065,10-50,0.0,Zero
9391799,137.72017066243498,137.72017066243498,100+,0.0,Zero
9391969,29.432036571237106,29.432036571237106,10-50,0.0,Zero
9392327,41.814428594148,41.814428594148,10-50,0.0,Zero
9392339,3.67606800787275,3.67606800787275,1-10,0.0,Zero
9392341,6.799329192648,6.799329192648,1-10,0.0,Zero
9392779,27.3780580785264,27.3780580785264,10-50,0.0,Zero
9393022,157.88484418569593,53.65973539163136,50-100,104.22510879406457,100+
9393084,11.2018423230333,11.2018423230333,10-50,0.0,Zero
9393565,40.420590357032594,40.420590357032594,10-50,0.0,Zero
9394325,97.3454556440753,97.3454556440753,50-100,0.0,Zero
9394507,109.50710401952928,109.50710401952928,100+,0.0,Zero
9396141,44.36906177731353,44.36906177731353,10-50,0.0,Zero
9397157,107.0847165073774,107.0847165073774,100+,0.0,Zero
9397212,5.860844834510199,5.860844834510199,1-10,0.0,Zero
9397262,16.2409132268801,16.2409132268801,10-50,0.0,Zero
9397286,5.300707507809191,5.300707507809191,1-10,0.0,Zero
9397511,43.21886427050605,43.21886427050605,10-50,0.0,Zero
9397767,4.444134686352499,4.444134686352499,1-10,0.0,Zero
9397781,59.43742022166944,59.43742022166944,50-100,0.0,Zero
9397846,22.335226271848757,22.335226271848757,10-50,0.0,Zero
9398058,5.993139376070695,5.993139376070695,1-10,0.0,Zero
9398072,15.225217201781463,15.225217201781463,10-50,0.0,Zero
9398137,3.21017903980182,3.21017903980182,1-10,0.0,Zero
9398151,32.18273419251024,32.18273419251024,10-50,0.0,Zero
9398395,99.5356569206164,99.5356569206164,50-100,0.0,Zero
9398424,20.698758914974,20.698758914974,10-50,0.0,Zero
9398943,92.45468341958713,92.45468341958713,50-100,0.0,Zero
9399090,27.158064306863075,27.158064306863075,10-50,0.0,Zero
9399478,37.944124309287,37.944124309287,10-50,0.0,Zero
9400148,55.915009739278254,55.915009739278254,50-100,0.0,Zero
9400679,6.4448899736298,6.4448899736298,1-10,0.0,Zero
9400796,11.7235079043995,11.7235079043995,10-50,0.0,Zero
9400813,50.9223035393812,50.9223035393812,50-100,0.0,Zero
9400825,4.564955616575,4.564955616575,1-10,0.0,Zero
9401104,14.34069172074,14.34069172074,10-50,0.0,Zero
9401398,25.5447748066605,25.5447748066605,10-50,0.0,Zero
9401790,48.7099710201585,48.7099710201585,10-50,0.0,Zero
9402213,80.0950297235326,80.0950297235326,50-100,0.0,Zero
9402237,16.138255102060302,16.138255102060302,10-50,0.0,Zero
9402469,4.130751463608389,4.130751463608389,1-10,0.0,Zero
9402483,58.3452454485173,58.3452454485173,50-100,0.0,Zero
9402768,7.580346225432469,7.580346225432469,1-10,0.0,Zero
9402990,99.17516526263482,99.17516526263482,50-100,0.0,Zero
9403011,7.5501715960769,7.5501715960769,1-10,0.0,Zero
9403126,6.04475076432468,6.04475076432468,1-10,0.0,Zero
9403322,33.487728531702494,33.487728531702494,10-50,0.0,Zero
9403669,6.5497999400992,6.5497999400992,1-10,0.0,Zero
9403671,6.8574496688807,6.8574496688807,1-10,0.0,Zero
9404431,30.094116765394418,30.094116765394418,10-50,0.0,Zero
9404778,32.43618877992214,32.43618877992214,10-50,0.0,Zero
9404871,23.746051321859827,23.746051321859827,10-50,0.0,Zero
9404883,8.13563118391639,8.13563118391639,1-10,0.0,Zero
9404895,84.19709866466626,84.19709866466626,50-100,0.0,Zero
9404924,6.010666377933261,6.010666377933261,1-10,0.0,Zero
9404950,79.16902745430401,79.16902745430401,50-100,0.0,Zero
9405033,10.8188759796759,10.8188759796759,10-50,0.0,Zero
9405332,3.819198163733648,3.819198163733648,1-10,0.0,Zero
9405851,2.0827929394645786,2.0827929394645786,1-10,0.0,Zero
9406001,4.1370961271321525,4.1370961271321525,1-10,0.0,Zero
9406154,55.85007088418907,55.85007088418907,50-100,0.0,Zero
9406518,4.804107233205444,4.804107233205444,1-10,0.0,Zero
9406611,10.352884093728,10.352884093728,10-50,0.0,Zero
9406635,34.3830214581921,34.3830214581921,10-50,0.0,Zero
9406685,92.484785344326,77.84911853841173,50-100,14.63566680591427,10-50
9407316,9.270042908295853,9.270042908295853,1-10,0.0,Zero
9407536,10.56433100396788,10.56433100396788,10-50,0.0,Zero
9407653,35.0944732127451,35.0944732127451,10-50,0.0,Zero
9408554,4.677958425042432,4.677958425042432,1-10,0.0,Zero
9409144,2.671804936601347,2.671804936601347,1-10,0.0,Zero
9409247,46.39047920477304,46.39047920477304,10-50,0.0,Zero
9410179,95.8398305324072,95.8398305324072,50-100,0.0,Zero
9410399,12.816569799754133,12.816569799754133,10-50,0.0,Zero
9410959,20.92472726216368,20.92472726216368,10-50,0.0,Zero
9410997,106.75428914407009,80.23307026648462,50-100,26.52121887758547,10-50
9411238,71.44453636011188,71.44453636011188,50-100,0.0,Zero
9411379,58.713830806904944,45.38843273506415,10-50,13.325398071840795,10-50
9411692,49.9601828631492,49.9601828631492,10-50,0.0,Zero
9412567,4.842828544248648,4.842828544248648,1-10,0.0,Zero
9412787,10.0160569700305,10.0160569700305,10-50,0.0,Zero
9412854,6.5366585609703,6.5366585609703,1-10,0.0,Zero
9413028,12.692355918004033,12.692355918004033,10-50,0.0,Zero
9413779,6.968117480334971,6.968117480334971,1-10,0.0,Zero
9414060,96.61594579294304,96.61594579294304,50-100,0.0,Zero
9414149,15.323489882734393,15.323489882734393,10-50,0.0,Zero
9414931,8.77629564074014,8.77629564074014,1-10,0.0,Zero
9415014,53.6873796138503,53.6873796138503,50-100,0.0,Zero
9415478,2.03576233248,2.03576233248,1-10,0.0,Zero
9415650,44.51798074231464,44.51798074231464,10-50,0.0,Zero
9415662,4.92883906193452,4.92883906193452,1-10,0.0,Zero
9416068,53.332806016883694,53.332806016883694,50-100,0.0,Zero
9416422,12.837194677291562,12.837194677291562,10-50,0.0,Zero
9416630,10.1586842195988,10.1586842195988,10-50,0.0,Zero
9416642,127.92012678705616,127.92012678705616,100+,0.0,Zero
9416654,126.15197322151444,126.15197322151444,100+,0.0,Zero
9417127,16.9562336462646,16.9562336462646,10-50,0.0,Zero
9417177,83.170448224542,83.170448224542,50-100,0.0,Zero
9417464,90.35633058744968,90.35633058744968,50-100,0.0,Zero
9417775,4.4396342967967,4.4396342967967,1-10,0.0,Zero
9418640,13.362561204867,13.362561204867,10-50,0.0,Zero
9419008,2.3996572868657,2.3996572868657,1-10,0.0,Zero
9419357,64.62001010354692,64.62001010354692,50-100,0.0,Zero
9419369,5.120758993738409,5.120758993738409,1-10,0.0,Zero
